device_id,address,date,card_id,sum,banknotes,coins,descr
114,"Демнянська, 26 Близенько 1.50 грн",2025-10-25 16:15:59,14147,0.0,293.0,0.0,р сѓсѓр»р°рѕ  -
114,"Демнянська, 26 Близенько 1.50 грн",2025-10-25 16:16:16,14147,0.0,0.0,286.5,р сѓсѓр»р°рѕ  -
241,"Дзиндри, 1а  Близенько 2.00 грн",2025-11-03 14:16:41,24662,0.0,2274.0,0.0,р”рјрёс‚сђрѕ  -
241,"Дзиндри, 1а  Близенько 2.00 грн",2025-11-03 14:16:50,24662,0.0,0.0,3010.5,р”рјрёс‚сђрѕ  -
226,"Дністерська, 1  Близенько 1.50 грн",2025-10-29 17:23:03,14147,0.0,2324.0,0.0,р сѓсѓр»р°рѕ  -
226,"Дністерська, 1  Близенько 1.50 грн",2025-10-29 17:23:10,14147,0.0,0.0,2881.0,р сѓсѓр»р°рѕ  -
55,"Довбуша, 1  Товари з Італії 2.00 грн",2025-10-27 18:33:35,23129,0.0,3014.0,0.0,р†рірѕсђ  -
55,"Довбуша, 1  Товари з Італії 2.00 грн",2025-10-27 18:33:40,23129,0.0,0.0,4021.0,р†рірѕсђ  -
55,"Довбуша, 1  Товари з Італії 2.00 грн",2025-11-13 18:51:23,23129,0.0,3313.0,0.0,р†рірѕсђ  -
55,"Довбуша, 1  Товари з Італії 2.00 грн",2025-11-13 18:51:29,23129,0.0,0.0,3566.0,р†рірѕсђ  -
87,"Довженка, 5  Близенько 1.50 грн",2025-11-01 17:38:32,14147,0.0,1118.0,0.0,р сѓсѓр»р°рѕ  -
87,"Довженка, 5  Близенько 1.50 грн",2025-11-01 17:38:38,14147,0.0,0.0,1922.0,р сѓсѓр»р°рѕ  -
118,"Драгана, 4б  Близенько 2.00 грн",2025-11-01 16:52:33,14147,0.0,1661.0,0.0,р сѓсѓр»р°рѕ  -
118,"Драгана, 4б  Близенько 2.00 грн",2025-11-01 16:52:46,14147,0.0,0.0,871.0,р сѓсѓр»р°рѕ  -
108,"Дунайська, 7 Близенько 1.50 грн",2025-10-29 16:49:45,14147,0.0,2374.0,0.0,р сѓсѓр»р°рѕ  -
108,"Дунайська, 7 Близенько 1.50 грн",2025-10-29 16:50:09,14147,0.0,0.0,3936.5,р сѓсѓр»р°рѕ  -
108,"Дунайська, 7 Близенько 1.50 грн",2025-10-29 16:50:19,14147,0.0,0.0,0.0,р сѓсѓр»р°рѕ  -
234,"Залізнична, 21 Близенько 1.50 грн",2025-10-29 16:22:32,0,0.0,2342.0,0.0,
234,"Залізнична, 21 Близенько 1.50 грн",2025-10-29 16:22:37,0,0.0,0.0,337.06,
180,"Замарстинівська, 170б  Близенько 2.00 грн",2025-10-27 20:45:51,23129,0.0,492.0,0.0,р†рірѕсђ  -
180,"Замарстинівська, 170б  Близенько 2.00 грн",2025-10-27 20:45:56,23129,0.0,0.0,1162.5,р†рірѕсђ  -
258,"Замарстинівська, 170н Близенько 2.00 грн",2025-10-27 20:58:46,23129,0.0,1074.0,0.0,р†рірѕсђ  -
258,"Замарстинівська, 170н Близенько 2.00 грн",2025-10-27 20:58:51,23129,0.0,0.0,2319.5,р†рірѕсђ  -
225,"Замарстинівська, 55г Близенько 2.00 грн",2025-10-27 20:13:49,23129,0.0,967.0,0.0,р†рірѕсђ  -
225,"Замарстинівська, 55г Близенько 2.00 грн",2025-10-27 20:13:55,23129,0.0,0.0,2527.5,р†рірѕсђ  -
225,"Замарстинівська, 55г Близенько 2.00 грн",2025-11-17 19:32:56,23129,0.0,0.0,2453.0,р†рірѕсђ  -
225,"Замарстинівська, 55г Близенько 2.00 грн",2025-11-17 19:33:04,23129,0.0,769.0,0.0,р†рірѕсђ  -
172,"Зарицьких, 5  Близенько 2.00 грн",2025-10-24 13:02:51,9576,0.0,3148.0,0.0,р†рірѕсђ -
172,"Зарицьких, 5  Близенько 2.00 грн",2025-10-24 13:02:55,9576,0.0,0.0,0.0,р†рірѕсђ -
172,"Зарицьких, 5  Близенько 2.00 грн",2025-10-24 13:03:07,9576,0.0,0.0,3635.5,р†рірѕсђ -
172,"Зарицьких, 5  Близенько 2.00 грн",2025-11-13 15:41:36,23129,0.0,2820.0,0.0,р†рірѕсђ  -
172,"Зарицьких, 5  Близенько 2.00 грн",2025-11-13 15:41:41,23129,0.0,0.0,2658.5,р†рірѕсђ  -
326,"Зелена, 17 Сімі 2.00 грн",2025-10-26 15:58:59,0,0.0,3545.0,0.0,
326,"Зелена, 17 Сімі 2.00 грн",2025-10-26 15:59:26,0,0.0,0.0,3848.0,
326,"Зелена, 17 Сімі 2.00 грн",2025-11-13 16:20:06,23129,0.0,3517.0,0.0,р†рірѕсђ  -
326,"Зелена, 17 Сімі 2.00 грн",2025-11-13 16:20:11,23129,0.0,0.0,3284.0,р†рірѕсђ  -
165,"Зелена, 204  Близенько 2.00 грн",2025-10-25 17:42:30,14147,0.0,6037.0,0.0,р сѓсѓр»р°рѕ  -
165,"Зелена, 204  Близенько 2.00 грн",2025-10-25 17:42:39,14147,0.0,0.0,3808.0,р сѓсѓр»р°рѕ  -
280,"Зелена, 44  Близенько 2.00 грн",2025-10-31 11:58:43,14147,0.0,1741.0,0.0,р сѓсѓр»р°рѕ  -
280,"Зелена, 44  Близенько 2.00 грн",2025-10-31 11:58:48,14147,0.0,0.0,2184.5,р сѓсѓр»р°рѕ  -
57,"Зимна Вода, Тичини, 9  Близенько 1.50 грн",2025-10-25 12:08:57,0,0.0,10.0,0.0,
57,"Зимна Вода, Тичини, 9  Близенько 1.50 грн",2025-10-25 12:09:04,0,0.0,0.0,1.75,
209,"Золота, 25  Близенько 1.50 грн",2025-10-20 18:10:30,24662,0.0,0.0,1877.5,р”рјрёс‚сђрѕ  -
209,"Золота, 25  Близенько 1.50 грн",2025-10-20 18:29:01,24662,0.0,1442.0,0.0,р”рјрёс‚сђрѕ  -
209,"Золота, 25  Близенько 1.50 грн",2025-10-29 13:25:37,24662,0.0,630.0,0.0,р”рјрёс‚сђрѕ  -
209,"Золота, 25  Близенько 1.50 грн",2025-10-29 13:25:46,24662,0.0,0.0,942.0,р”рјрёс‚сђрѕ  -
282,"Йосифа Сліпого, 22 Близенько 2.00 грн",2025-10-31 12:35:25,14147,0.0,8363.0,0.0,р сѓсѓр»р°рѕ  -
282,"Йосифа Сліпого, 22 Близенько 2.00 грн",2025-10-31 12:35:35,14147,0.0,0.0,8398.5,р сѓсѓр»р°рѕ  -
242,"Караджича, 29б  Рукавичка 2.00 грн",2025-10-27 14:48:05,14147,0.0,705.0,0.0,р сѓсѓр»р°рѕ  -
242,"Караджича, 29б  Рукавичка 2.00 грн",2025-10-27 14:48:12,14147,0.0,0.0,883.0,р сѓсѓр»р°рѕ  -
175,"Кн.Ольги, 100к  Близенько 2.00 грн",2025-10-27 11:00:18,24662,0.0,1972.0,0.0,р”рјрёс‚сђрѕ  -
175,"Кн.Ольги, 100к  Близенько 2.00 грн",2025-10-27 11:00:27,24662,0.0,0.0,2068.0,р”рјрёс‚сђрѕ  -
224,"Кн.Ольги, 98л  Фрешка 2.00 грн",2025-10-27 10:45:40,24662,0.0,2042.0,0.0,р”рјрёс‚сђрѕ  -
224,"Кн.Ольги, 98л  Фрешка 2.00 грн",2025-10-27 10:45:53,24662,0.0,0.0,1206.0,р”рјрёс‚сђрѕ  -
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-21 11:41:57,0,0.0,2487.0,0.0,
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-21 11:42:21,0,0.0,0.0,2259.0,
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-31 12:52:53,23129,0.0,2935.0,0.0,р†рірѕсђ  -
239,"Князя Романа, 9  Близенько 2.00 грн",2025-10-31 12:53:02,23129,0.0,0.0,2446.5,р†рірѕсђ  -
239,"Князя Романа, 9  Близенько 2.00 грн",2025-11-11 18:47:36,23129,0.0,2963.0,0.0,р†рірѕсђ  -
239,"Князя Романа, 9  Близенько 2.00 грн",2025-11-11 18:47:45,23129,0.0,0.0,2514.0,р†рірѕсђ  -
293,"Коновальця, 50 Близенько 2 грн",2025-11-03 19:20:58,24662,0.0,350.0,0.0,р”рјрёс‚сђрѕ  -
293,"Коновальця, 50 Близенько 2 грн",2025-11-03 19:21:07,24662,0.0,0.0,1305.5,р”рјрёс‚сђрѕ  -
301,"Коперніка, 56 Свій Маркет 2.00 грн",2025-11-03 19:44:53,24662,0.0,2352.0,0.0,р”рјрёс‚сђрѕ  -
301,"Коперніка, 56 Свій Маркет 2.00 грн",2025-11-03 19:45:01,24662,0.0,0.0,3890.5,р”рјрёс‚сђрѕ  -
230,"Котика, 9 Близенько 2.00 грн",2025-10-25 17:46:29,0,0.0,3537.0,0.0,
230,"Котика, 9 Близенько 2.00 грн",2025-10-25 17:46:34,0,0.0,0.0,3003.5,
230,"Котика, 9 Близенько 2.00 грн",2025-11-09 18:10:22,23129,0.0,1335.0,0.0,р†рірѕсђ  -
230,"Котика, 9 Близенько 2.00 грн",2025-11-09 18:10:28,23129,0.0,0.0,1487.0,р†рірѕсђ  -
197,"Кропивницького, 7/9  Близенько 2.00 грн",2025-10-29 20:46:43,24662,0.0,2336.0,0.0,р”рјрёс‚сђрѕ  -
197,"Кропивницького, 7/9  Близенько 2.00 грн",2025-10-29 20:46:51,24662,0.0,0.0,2539.5,р”рјрёс‚сђрѕ  -
336,"Кубійовича, 31 Близенько 2.0",2025-11-01 18:14:18,14147,0.0,6015.0,0.0,р сѓсѓр»р°рѕ  -
336,"Кубійовича, 31 Близенько 2.0",2025-11-01 18:14:25,14147,0.0,0.0,3995.5,р сѓсѓр»р°рѕ  -
184,"Кульпарківська, 135  Близенько 2.00 грн",2025-10-28 16:03:27,14147,0.0,2841.0,0.0,р сѓсѓр»р°рѕ  -
184,"Кульпарківська, 135  Близенько 2.00 грн",2025-10-28 16:03:35,14147,0.0,0.0,2708.5,р сѓсѓр»р°рѕ  -
213,"Кульпарківська, 145 Близенько 1.50 грн",2025-10-30 21:31:30,24662,0.0,1702.0,0.0,р”рјрёс‚сђрѕ  -
213,"Кульпарківська, 145 Близенько 1.50 грн",2025-10-30 21:31:43,24662,0.0,0.0,1884.5,р”рјрёс‚сђрѕ  -
306,"Кульпарківська, 172  Близенько 2,00 грн",2025-10-28 20:45:04,24662,0.0,1128.0,0.0,р”рјрёс‚сђрѕ  -
306,"Кульпарківська, 172  Близенько 2,00 грн",2025-10-28 20:45:15,24662,0.0,0.0,840.5,р”рјрёс‚сђрѕ  -
109,"Кульпарківська, 230  Близенько 2.00 грн",2025-10-25 18:51:12,0,0.0,2796.0,0.0,
109,"Кульпарківська, 230  Близенько 2.00 грн",2025-10-25 18:51:17,0,0.0,0.0,51.06,
294,"Кульпарківська, 59  Близенько 2.00 грн",2025-10-27 16:40:51,24662,0.0,972.0,0.0,р”рјрёс‚сђрѕ  -
294,"Кульпарківська, 59  Близенько 2.00 грн",2025-10-27 16:41:01,24662,0.0,0.0,1131.0,р”рјрёс‚сђрѕ  -
187,"Кульпарківська, 93 Близенько 2.00 грн",2025-10-28 21:08:53,24662,0.0,2563.0,0.0,р”рјрёс‚сђрѕ  -
187,"Кульпарківська, 93 Близенько 2.00 грн",2025-10-28 21:09:09,24662,0.0,0.0,2327.0,р”рјрёс‚сђрѕ  -
335,"Лазаренка, 1 Близенько 1.50 грн",2025-11-01 14:11:11,0,0.0,1227.0,0.0,
335,"Лазаренка, 1 Близенько 1.50 грн",2025-11-01 14:11:15,0,0.0,0.0,321.78,
292,"Лапаївка, Геофізиків, 17  Близенько 2.00 грн",2025-10-25 12:39:53,14147,0.0,4003.0,0.0,р сѓсѓр»р°рѕ  -
292,"Лапаївка, Геофізиків, 17  Близенько 2.00 грн",2025-10-25 12:40:01,14147,0.0,0.0,3001.5,р сѓсѓр»р°рѕ  -
85,"Левицького, 106  Penkermarket 2.00 грн",2025-10-31 13:45:43,14147,0.0,5709.0,0.0,р сѓсѓр»р°рѕ  -
85,"Левицького, 106  Penkermarket 2.00 грн",2025-10-31 13:45:50,14147,0.0,0.0,4341.5,р сѓсѓр»р°рѕ  -
54,"Левицького, 43а  Кишенька 2.00 грн",2025-11-01 18:26:45,14147,0.0,7537.0,0.0,р сѓсѓр»р°рѕ  -
54,"Левицького, 43а  Кишенька 2.00 грн",2025-11-01 18:26:53,14147,0.0,0.0,5760.0,р сѓсѓр»р°рѕ  -
233,"Липинського, 29  Близенько 2.00 грн",2025-10-26 19:43:29,23129,0.0,2206.0,0.0,р†рірѕсђ  -
233,"Липинського, 29  Близенько 2.00 грн",2025-10-26 19:43:36,23129,0.0,0.0,2508.0,р†рірѕсђ  -
232,"Липова алея, 1  Близенько 1.50 грн",2025-10-29 15:47:36,14147,0.0,574.0,0.0,р сѓсѓр»р°рѕ  -
232,"Липова алея, 1  Близенько 1.50 грн",2025-10-29 15:47:48,14147,0.0,0.0,2632.0,р сѓсѓр»р°рѕ  -
235,"Лисеницька,  9 Близенько  2.00 грн",2025-10-31 16:52:07,14147,0.0,1547.0,0.0,р сѓсѓр»р°рѕ  -
235,"Лисеницька,  9 Близенько  2.00 грн",2025-10-31 16:52:18,14147,0.0,0.0,806.5,р сѓсѓр»р°рѕ  -
231,"Лисиничі, Шухевича, 5 Близенько 2.00 грн",2025-10-28 15:48:55,23129,0.0,21305.0,0.0,р†рірѕсђ  -
231,"Лисиничі, Шухевича, 5 Близенько 2.00 грн",2025-11-22 15:42:02,23129,0.0,21268.0,0.0,р†рірѕсђ  -
186,"Личаківська, 163  Близенько 2.00 грн",2025-10-26 18:56:25,23129,0.0,1410.0,0.0,р†рірѕсђ  -
186,"Личаківська, 163  Близенько 2.00 грн",2025-10-26 18:56:32,23129,0.0,0.0,3659.5,р†рірѕсђ  -
193,"Личаківська, 4/6  Близенько 2.00 грн",2025-11-13 19:55:21,23129,0.0,5191.0,0.0,р†рірѕсђ  -
193,"Личаківська, 4/6  Близенько 2.00 грн",2025-11-13 19:55:29,23129,0.0,0.0,4978.0,р†рірѕсђ  -
157,"Личаківська, 70а  Близенько 2.00 грн",2025-10-25 19:00:24,23129,0.0,3232.0,0.0,р†рірѕсђ  -
157,"Личаківська, 70а  Близенько 2.00 грн",2025-10-25 19:00:29,23129,0.0,0.0,2780.5,р†рірѕсђ  -
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-05 16:37:04,23129,0.0,2553.0,0.0,р†рірѕсђ  -
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-05 16:37:08,23129,0.0,0.0,2969.5,р†рірѕсђ  -
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-11 20:54:48,23129,0.0,1191.0,0.0,р†рірѕсђ  -
157,"Личаківська, 70а  Близенько 2.00 грн",2025-11-11 20:54:52,23129,0.0,0.0,1431.0,р†рірѕсђ  -
286,"Личаківська, 86  Близенько 2.00 грн",2025-10-26 18:25:24,23129,0.0,1677.0,0.0,р†рірѕсђ  -
286,"Личаківська, 86  Близенько 2.00 грн",2025-10-26 18:25:35,23129,0.0,0.0,1926.0,р†рірѕсђ  -
337,"Любінська, 4 Близенько 1.50 грн",2025-10-29 19:13:41,24662,0.0,5889.0,0.0,р”рјрёс‚сђрѕ  -
328,"Мазепи, 26 Близенько 2.00 грн",2025-11-02 13:26:07,3051,0.0,637.0,0.0,-
328,"Мазепи, 26 Близенько 2.00 грн",2025-11-02 13:26:13,3051,0.0,0.0,1412.0,-
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-10-26 20:06:09,23129,0.0,3527.0,0.0,р†рірѕсђ  -
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-10-26 20:06:15,23129,0.0,0.0,3670.5,р†рірѕсђ  -
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-11-15 16:54:56,23129,0.0,2287.0,0.0,р†рірѕсђ  -
198,"Малоголосківська, 16  Близенько 2.00 грн",2025-11-15 16:55:02,23129,0.0,0.0,2992.5,р†рірѕсђ  -
287,"Марка Вовчка,  24  Чарка  2.00 грн",2025-10-31 10:21:29,24662,0.0,2451.0,0.0,р”рјрёс‚сђрѕ  -
287,"Марка Вовчка,  24  Чарка  2.00 грн",2025-10-31 10:21:48,24662,0.0,0.0,4464.5,р”рјрёс‚сђрѕ  -
287,"Марка Вовчка,  24  Чарка  2.00 грн",2025-10-31 10:21:57,24662,0.0,0.0,0.0,р”рјрёс‚сђрѕ  -
203,"Медової печери,  65  Близенько 1.50 грн",2025-10-30 11:41:18,14147,0.0,3300.0,0.0,р сѓсѓр»р°рѕ  -
203,"Медової печери,  65  Близенько 1.50 грн",2025-10-30 11:41:24,14147,0.0,0.0,3570.0,р сѓсѓр»р°рѕ  -
60,"Мечнікова, 16е  Близенько  2.00 грн",2025-10-31 14:11:25,14147,0.0,6024.0,0.0,р сѓсѓр»р°рѕ  -
60,"Мечнікова, 16е  Близенько  2.00 грн",2025-10-31 14:11:33,14147,0.0,0.0,4210.5,р сѓсѓр»р°рѕ  -
188,"Миколайчука, 4а  Близенько 2.00 грн",2025-10-27 16:29:40,3051,0.0,2468.0,0.0,-
188,"Миколайчука, 4а  Близенько 2.00 грн",2025-10-27 16:29:45,3051,0.0,0.0,3017.0,-
120,"Мікльоша, 17  Близенько  1.50  грн",2025-11-03 10:10:49,24662,0.0,391.0,0.0,р”рјрёс‚сђрѕ  -
120,"Мікльоша, 17  Близенько  1.50  грн",2025-11-03 10:11:05,24662,0.0,0.0,963.5,р”рјрёс‚сђрѕ  -
199,"Мундяк Марії,  8  Близенько 2.00 грн",2025-10-31 17:58:28,0,0.0,0.0,0.0,
199,"Мундяк Марії,  8  Близенько 2.00 грн",2025-10-31 18:00:04,0,0.0,0.0,1.0,
199,"Мундяк Марії,  8  Близенько 2.00 грн",2025-10-31 18:00:05,0,0.0,0.0,0.0,
61,"Наливайка,  20  Близенько  2.00 грн",2025-10-25 20:26:43,23129,0.0,1301.0,0.0,р†рірѕсђ  -
61,"Наливайка,  20  Близенько  2.00 грн",2025-10-25 20:26:50,23129,0.0,0.0,2174.0,р†рірѕсђ  -
229,"Наукова,  59  Близенько  1.50 грн",2025-10-30 21:15:10,0,0.0,0.0,0.0,
229,"Наукова,  59  Близенько  1.50 грн",2025-10-30 21:15:26,0,0.0,0.0,0.0,
343,"Наукова, 10а Близенько 0.50 грн",2025-10-27 11:39:10,24662,0.0,0.0,880.5,р”рјрёс‚сђрѕ  -
343,"Наукова, 10а Близенько 0.50 грн",2025-10-27 11:39:20,24662,0.0,801.0,0.0,р”рјрёс‚сђрѕ  -
245,"Наукова, 96  Близенько 1.50 грн",2025-10-20 09:13:36,24662,0.0,1310.0,0.0,р”рјрёс‚сђрѕ  -
245,"Наукова, 96  Близенько 1.50 грн",2025-10-20 09:13:43,24662,0.0,0.0,1472.5,р”рјрёс‚сђрѕ  -
245,"Наукова, 96  Близенько 1.50 грн",2025-11-03 11:09:40,24662,0.0,1030.0,0.0,р”рјрёс‚сђрѕ  -
196,"Ніжинська, 16  Близенько  2.00 грн",2025-10-26 19:11:03,23129,0.0,2931.0,0.0,р†рірѕсђ  -
196,"Ніжинська, 16  Близенько  2.00 грн",2025-10-26 19:11:12,23129,0.0,0.0,0.0,р†рірѕсђ  -
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-11 19:46:14,0,0.0,26.0,0.0,
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-11 19:46:25,0,0.0,0.0,0.0,
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-17 15:43:58,0,0.0,798.0,0.0,
196,"Ніжинська, 16  Близенько  2.00 грн",2025-11-17 15:44:05,0,0.0,0.0,0.0,
298,"Освицька, 1 Близенько 1.00 грн",2025-10-31 17:42:31,0,0.0,1383.0,0.0,
298,"Освицька, 1 Близенько 1.00 грн",2025-10-31 17:42:36,0,0.0,0.0,0.75,
59,"Очеретяна, 10  Близенько 1.50 грн",2025-11-08 20:56:39,0,0.0,683.0,0.0,
59,"Очеретяна, 10  Близенько 1.50 грн",2025-11-08 20:56:51,0,0.0,0.0,0.5,
227,"Пасічна, 171  Близенько 1.50 грн",2025-10-31 17:18:12,14147,0.0,888.0,0.0,р сѓсѓр»р°рѕ  -
227,"Пасічна, 171  Близенько 1.50 грн",2025-10-31 17:18:21,14147,0.0,0.0,1314.5,р сѓсѓр»р°рѕ  -
281,"Пасічна, 84а  Близенько 2.00 грн",2025-10-30 14:06:06,14147,0.0,1053.0,0.0,р сѓсѓр»р°рѕ  -
281,"Пасічна, 84а  Близенько 2.00 грн",2025-10-30 14:06:15,14147,0.0,0.0,1510.5,р сѓсѓр»р°рѕ  -
119,"Пекарська, 14  Близенько  2.00 грн",2025-10-26 16:45:35,23129,0.0,7189.0,0.0,р†рірѕсђ  -
119,"Пекарська, 14  Близенько  2.00 грн",2025-10-26 16:45:41,23129,0.0,0.0,4550.0,р†рірѕсђ  -
119,"Пекарська, 14  Близенько  2.00 грн",2025-11-13 18:22:04,23129,0.0,0.0,2597.0,р†рірѕсђ  -
119,"Пекарська, 14  Близенько  2.00 грн",2025-11-13 18:22:11,23129,0.0,4388.0,0.0,р†рірѕсђ  -
208,"Петлюри, 2а  Кафе 2.00 грн",2025-10-27 16:04:11,14147,0.0,601.0,0.0,р сѓсѓр»р°рѕ  -
208,"Петлюри, 2а  Кафе 2.00 грн",2025-10-27 16:04:17,14147,0.0,0.0,1053.5,р сѓсѓр»р°рѕ  -
